NeuroMorpho.Org.ID,Neuron.Name,Archive.Name,Species.Name,Strain,Structural.Domains,Physical.Integrity,Morphological.Attributes,Min.Age,Max.Age,Gender,Min.Weight,Max.Weight,Development,Primary.Brain.Region,Secondary.Brain.Region,Tertiary.Brain.Region,Primary.Cell.Class,Secondary.Cell.Class,Tertiary.Cell.Class,Original.Format,Experiment.Protocol,Experimental.Condition,Staining.Method,Slicing.Direction,Slice.Thickness,Tissue.Shrinkage,Objective.Type,Magnification,Reconstruction.Method,Date.of.Deposition,Date.of.Upload,Soma.Surface,Number.of.Stems,Number.of.Bifurcations,Number.of.Branches,Overall.Width,Overall.Height,Overall.Depth,Average.Diameter,Total.Length,Total.Surface,Total.Volume,Max.Euclidean.Distance,Max.Path.Distance,Max.Branch.Order,Average.Contraction,Total.Fragmentation,Partition.Asymmetry,Average.Rall.s.Ratio,Average.Bifurcation.Angle.Local,Average.Bifurcation.Angle.Remote,Fractal.Dimension,Soma_Surface,N_stems,N_bifs,N_branch,N_tips,Width,Height,Depth,Type,Diameter,Diameter_pow,Length,Surface,SectionArea,Volume,EucDistance,PathDistance,Branch_Order,Terminal_degree,TerminalSegment,Taper_1,Taper_2,Branch_pathlength,Contraction,Fragmentation,Daughter_Ratio,Parent_Daughter_Ratio,Partition_asymmetry,Rall_Power,Pk,Pk_classic,Pk_2,Bif_ampl_local,Bif_ampl_remote,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,Last_parent_diam,Diam_threshold,HillmanThreshold,Helix,Fractal_Dim,Gstat.total.cable.length,gstats.maximum.path.length,gstats.number.of.branch.points,gstats.mpeucl,gstats.maximum.branch.order,Gstats.mean.branch.angle,Gstats.mean.branch.length,gstats.mplen,gstats.mbo,gstats.field.height,gstats.field.depth,gstats.chullx,gstats.chully,gstats.chullz,Sholl.1,Sholl.2,Sholl.2c,Sholl.3,Sholl.4,Sholl.5,Sholl.6,Sholl.7,Sholl.8,Sholl.9,Sholl.10,Sholl.11,Sholl.12,Sholl.13,Sholl.14,Sholl.15,Sholl.16,Sholl.17,Sholl.18,Sholl.19,Sholl.20,Sholl.21,Sholl.22,Sholl.23,Sholl.24,Sholl.25,Sholl.26,Sholl.27,Sholl.28,Sholl.29,Sholl.30,Sholl.31,Sholl.32,Sholl.33,Sholl.34,Sholl.35,Sholl.36,Sholl.37,Sholl.38,Sholl.39,Sholl.40,Sholl.41,Sholl.42,Sholl.43,Sholl.44,Sholl.45,Sholl.46,Sholl.47,Sholl.48,Sholl.49,Sholl.50
NMO_08691,12A1-Cell5,Brumberg,mouse,ICR/Hsd,"Dendrites, Soma, Axon",Dendrites & Axon Incomplete,"Diameter, 3D, Angles",80,90,Male/Female,Not reported,Not reported,adult,neocortex,somatosensory,"barrel, layer 6",principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi-Cox,coronal,225,Not reported,oil,60x,Neurolucida,2012-03-27,2013-01-15,401.91,8,10,28,56.94,74.99,27.75,0.51,481.3,907.92,243.15,52.92,84.5,3,0.86,205,0.3,1.16,91.96,80.27,1.09,401.911,8,11,30,20,55.98,80.12,27.75,664,140.344,208.585,492.612,1309.84,276.95,1379.7,5426.08,7428.82,163,333,148,4.56111,15.4785,492.44,26.2475,208,17.2359,16.0922,4,5.87,14.6601,13.6577,12.4418,919.656,802.712,968.314,1168.85,736.406,556.306,3.2,29.0329,47.35,-0.15,15.2626,492.6124,84.50652,11,0.8062686,4,1.744783,16.42041,35.7155,2.064516,0.7261059,1.812876,2.479279,25.95135,-3.749471,1,10,10,10,10,10,10,8,9,9,7,7,7,7,8,7,7,7,7,7,7,8,8,9,9,11,11,10,9,7,6,10,8,12,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1,0
NMO_08626,12A4-Cell1,Brumberg,mouse,ICR/Hsd,"Dendrites, Soma, No Axon",Dendrites Incomplete,"Diameter, 3D, Angles",80,90,Male/Female,Not reported,Not reported,adult,neocortex,somatosensory,"barrel, layer 6",interneuron,Not reported,Not reported,Neurolucida.dat,in vitro,Control,Golgi-Cox,coronal,225,Not reported,oil,60x,Neurolucida,2012-03-27,2013-01-15,691.07,2,2,6,10.15,70.71,21.26,1.21,96.58,446.88,209.48,42.35,48.98,2,0.94,30,0.5,1.25,106.73,108.37,1.02,691.079,2,3,8,6,32.02,63.67,21.26,93,80.8698,216.685,111.414,1137.96,392.98,2772.22,761.854,890.176,7,70,15,0.936308,3.14492,111.38,7.68521,33,3,5.12346,2,4.715,3.94248,4.516,4.16229,368.146,216.748,184.373,211.541,218.403,207.828,0.37,32.5065,39.1831,0.11,2.04204,111.4143,48.9834,3,0.8710613,3,2.289146,13.92679,26.97504,1.555556,0.5312356,1.583257,-11.95576,14.83333,-18.97697,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0
NMO_08687,12B2-Cell9,Brumberg,mouse,ICR/Hsd,"Dendrites, Soma, Axon",Dendrites & Axon Incomplete,"Diameter, 3D, Angles",80,90,Male/Female,Not reported,Not reported,adult,neocortex,somatosensory,"barrel, layer 6",principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi-Cox,coronal,225,Not reported,oil,60x,Neurolucida,2012-03-27,2013-01-15,332.41,6,6,18,72.33,251.27,29.49,0.61,616.8,1392.87,351.91,224.9,255.01,2,0.81,285,0.5,1.35,69.78,61.64,1.06,332.414,6,7,20,14,115.23,243.07,29.5,981,207.189,259.938,627.085,1725.28,291.755,1207.29,16752,20759,281,385,226,2.8704,11.8777,627,16.7523,288,11.345,11.3575,4,3.23,10.1369,10.1211,10.0016,418.687,369.845,641.299,749.304,571.742,714.674,1.11,27.8558,42.2501,-4.55,15.9848,627.0848,255.0128,7,0.7827236,3,1.492722,31.35424,72.07999,1.809524,0.4848425,3.723708,11.83368,-32.69549,0.438125,1,8,8,6,6,6,5,7,6,6,5,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_08743,12C1-Cell45,Brumberg,mouse,ICR/Hsd,"Dendrites, Soma, No Axon",Dendrites Incomplete,"Diameter, 3D, Angles",80,90,Male/Female,Not reported,Not reported,adult,neocortex,somatosensory,"barrel, layer 6",interneuron,Not reported,Not reported,Neurolucida.dat,in vitro,Control,Golgi-Cox,coronal,225,Not reported,oil,60x,Neurolucida,2012-03-27,2013-01-15,1037.9,7,38,83,122.41,342.66,73.23,0.98,1904.08,6388.66,2714.75,202.95,300.68,8,0.81,1497,0.6,1.21,84.86,63.47,1.06,1037.9,7,39,85,47,203.51,323.86,73.2,4494,1529.01,1881.58,1922.25,7426.56,2102.28,7432.63,151724,194893,5562,4898,622,10.2459,32.8751,1921.8,69.7397,1500,68.3772,54.6489,24.0306,30.22,47.5696,48.0527,44.6768,3225.04,2412.24,3879.95,4465.5,3746.52,3994.31,8.98,62.0048,89.8372,-4.1,72.2183,1922.246,300.6823,39,0.758277,9,1.523823,22.61466,129.9286,4.569767,0.6896089,2.61929,3.26572,13.73417,-9.439633,1,9,9,9,7,10,8,9,9,10,11,10,8,8,6,6,6,6,7,7,7,7,7,5,5,5,5,5,6,5,6,6,8,11,11,11,8,5,7,6,6,6,6,4,2,1,1,1,1,2,0
NMO_07551,12s3-CA1-06-12-14,Korte,mouse,C57BL/6,"Dendrites, Soma, No Axon",Dendrites Complete,"Diameter, 3D, Angles",19,19,Male/Female,Not reported,Not reported,young,hippocampus,CA1,Not reported,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,short hairpin PFN2a expression,enhanced green fluorescent protein,horizontal,400,Not reported,dry,20x,Neurolucida,2011-04-27,2012-05-17,1187.66,10,31,72,175.33,525.99,27.43,0.08,3447.52,996.83,30.36,445.64,496.8,12,0.93,343,0.44,2.19,65.61,59.33,1.01,1187.66,10,32,74,43,523.09,175.96,27.44,1161,89.1403,267.251,3466.96,2184.5,596.819,5804.43,39831.2,44698.8,1317,683,258,7.25437,7.69652,3466.56,69.6043,346,38,66.3035,14.7476,0,64,70.125,78.0625,2033.95,1839.35,3806.72,3908.7,2648.44,2681.06,1.04,42.6536,71.5837,-0.76,39.7556,3466.961,496.8074,32,0.8849929,13,1.207525,46.85082,129.1873,4.72,2.515176,19.00374,60.54538,-11.47647,-1.219393,1,12,12,11,19,26,26,23,22,20,20,18,13,11,7,6,3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,1,0
NMO_03742,13-1-10,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",27740,27740,Male,84000 grams,84000 grams,not reported,neocortex,occipital,Brodmann area 18,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-05-16,2008-07-15,573.78,5,26,57,299.38,296.51,150.76,0.8,4056.78,9512.2,2528.26,227.1,261.14,5,0.92,281,0.29,1.34,65.04,56.17,1.02,573.787,5,27,59,33,305.59,244.34,131.04,857,267.437,383.939,4070.29,10086,504.781,4467.52,28566.6,33498.6,751,468,222,4.4224,17.2785,4069.98,54.7042,284,29.9508,41.9012,8.72381,11.775,40.542,37.0444,34.3882,1691.18,1460.49,3074.88,3553.77,1661.07,1374.73,9.12,50.1881,57.5226,0.01,35.894,4070.29,261.1458,27,0.8569046,6,1.209563,68.98796,117.9529,3.283333,1.094926,2.672674,-1.192711,-49.46032,14.39845,1,7,7,6,6,7,8,12,15,18,20,22,22,22,24,27,28,26,27,25,26,25,24,23,24,24,24,23,22,21,18,18,16,13,11,11,11,11,11,11,9,8,8,6,6,5,4,4,2,2,0
NMO_03746,13-1-5,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",27740,27740,Male,84000 grams,84000 grams,not reported,neocortex,occipital,Brodmann area 18,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-05-16,2008-07-15,700.86,5,23,51,243.69,354.93,114.18,0.77,3324.28,8668.74,3366.41,226.23,278.44,4,0.9,429,0.4,1.76,75.91,56.93,1.03,700.868,5,24,53,30,252.59,317.23,113.48,1304,376.588,523.091,3339.21,9369.61,700.449,5984.61,43382.6,54308.8,1319,626,369,3.87323,8.76491,3338.96,47.949,432,24,44.5597,10.2262,1.4,44.8197,42.644,42.3106,1746,1309.56,2505.99,3110.13,2045.17,1827.34,5.49,54.2252,65.8329,-1.87,29.007,3339.209,278.4454,24,0.8294655,5,1.400624,63.00394,125.7149,3.388889,0.7896906,2.642794,49.47806,-6.933102,5.20794,1,7,7,5,5,6,7,10,10,12,16,17,21,22,23,23,24,21,21,21,20,18,17,16,16,16,16,14,14,13,13,13,12,11,11,9,9,9,9,9,8,6,6,5,4,3,3,2,2,2,0
NMO_03750,13-1-9,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",27740,27740,Male,84000 grams,84000 grams,not reported,neocortex,occipital,Brodmann area 18,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-05-16,2008-07-15,1160.96,7,38,83,289.75,455.13,107.65,0.83,5757.74,14607.6,5346.42,282.36,320.01,6,0.93,393,0.41,1.35,60.64,49.58,1.02,1160.96,7,39,85,47,269.92,455.13,114.86,1192,384.931,617.738,5776.95,15768.6,975.487,10929.8,47162.2,55237.7,1162,708,287,4.63462,25.2599,5776.53,79.5256,396,45.8852,59.9922,16.5333,15.795,58.3461,53.3222,49.4214,2304.47,1883.99,4235.01,5105.51,2468.58,2230.31,10.96,73.184,83.6725,0.48,48.9218,5776.952,320.0098,39,0.855438,7,1.111851,67.96414,139.4892,3.546512,0.6350265,2.549384,-20.32116,1.797273,9.688182,1,9,9,7,7,8,10,14,19,20,22,24,25,26,29,29,30,31,31,30,29,28,30,28,28,28,27,27,26,25,23,21,16,16,16,15,14,12,11,11,11,9,6,6,4,3,3,2,2,1,0
NMO_03754,13-2-3,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",27740,27740,Male,84000 grams,84000 grams,not reported,neocortex,prefrontal,Brodmann area 10,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-05-16,2008-07-15,652.86,6,26,58,232.35,329.83,118.1,0.79,3105.64,8460.03,3305.09,243.79,265.77,4,0.91,402,0.41,1.66,68.07,59.9,1.03,652.863,6,27,60,34,328.06,228.77,104.53,1223,363.964,507.614,3120.05,9112.9,670.43,5658.89,37782,46711.2,1048,623,327,3.35327,12.4725,3119.82,55.3597,405,27,48.0316,11.6905,2.525,49,45.2655,44.6354,1769.97,1557.49,2823.78,3341.94,2112.08,2034.89,6.71,53.8128,60.7085,1.24,33.0207,3120.055,265.7717,27,0.8030566,5,1.260498,52.00091,115.3362,3.147541,1.403959,3.353789,27.03267,25.03106,9.396346,1,8,8,6,6,6,7,9,13,16,21,25,26,24,24,23,22,21,20,19,18,18,16,16,15,14,14,13,12,11,10,8,8,7,6,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,0
NMO_03758,13-2-7,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",27740,27740,Male,84000 grams,84000 grams,not reported,neocortex,prefrontal,Brodmann area 10,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-05-16,2008-07-15,708.2,6,23,52,158.28,289.29,122.14,0.83,3457.37,8750.04,2335.94,206.45,287.25,4,0.9,249,0.29,1.4,75.29,70.71,1.03,708.209,6,24,54,31,286.58,173.47,116.19,757,252.306,384.887,3472.38,9458.25,538.332,4995.04,20385.2,26821,581,388,206,4.09747,15.9567,3472.12,48.8662,252,27.9508,38.2044,7.80952,8.765,37.1609,34.2679,32.1299,1731.89,1626.37,2416,2558.73,1650.8,1566.05,9.71,52.5473,62.1466,-2.67,30.9315,3472.384,287.2582,24,0.773729,5,1.390366,64.30341,106.4325,2.836364,1.653396,2.863718,-2.536786,31.57238,4.178611,1,8,8,6,7,8,13,15,17,20,24,25,25,27,27,27,27,27,27,25,21,21,21,20,19,19,18,17,16,15,15,12,12,11,10,9,9,8,7,6,5,3,2,1,1,1,1,1,1,1,0
NMO_08288,13-4-c1-2,Kole,rat,Wistar,"Dendrites, Soma, Axon","Dendrites Moderate, Axon Incomplete","Diameter, 3D, Angles",60.8333333333,91.25,Male,300 grams,300 grams,adult,hippocampus,CA1,stratum pyramidale,principal cell,pyramidal,Not reported,Neurolucida.asc,in vitro,Brief stress,neurobiotin,horizontal,400,Not reported,oil,40x,Neurolucida,2012-07-13,2013-01-15,3461.12,6,71,148,351.85,532.35,110.6,0.83,10527.4,27123.3,9511.59,427.71,880.57,14,0.75,13908,0.57,1.59,77.59,44.16,1.05,3461.12,6,72,150,79,324.41,524.52,110.6,49700,11700.7,13276.8,10560.6,30584.5,14088.1,38233.7,2447420,4151140,86420,35121,9126,8.20183,48.7962,10559.9,113.193,13911,103.87,120.947,41.5633,48.195,113.352,115.036,113.001,5509.14,3135.87,6184.89,9333.72,5950.02,5325.79,15.84,122.868,133.748,0.87,152.227,10560.6,880.5765,72,0.6247792,15,1.379087,70.40397,298.4068,6.291391,0.8029716,3.443283,-23.01057,123.2523,-30.37066,1,8,8,7,11,15,16,17,23,23,35,40,40,45,43,41,40,35,27,25,25,14,15,14,16,12,11,9,9,9,10,9,9,12,10,13,14,14,13,14,14,12,14,13,11,8,8,5,2,1,0
NMO_33781,13-PL-3,Radley,rat,Sprague-Dawley,"Dendrites, Soma, Axon","Dendrites Complete, Axon Incomplete","No Diameter, 3D, Angles",91.25,91.25,Male,275 grams,300 grams,adult,neocortex,prefrontal,"medial, layer 2-3",principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,lucifer yellow,coronal,250,Not reported,dry,40x,Neurolucida,2014-01-02,2015-07-07,514.28,4,29,62,249.08,329.31,143.01,0.2,3921.63,2601.88,1735.2,296.42,368.79,10,0.9,1138,0.51,2,73.29,64.94,1.03,514.285,4,29,62,34,240.12,329.31,143.01,4167,231.368,217.035,3921.63,2601.88,283.36,1735.2,146323,195486,6204,1573,978,2.04062,3.9469,3921.31,55.6605,1138,29,58.0531,14.7206,0,58,58,58,2052.15,1818.32,2967.68,3387.4,2349.81,2420.69,1.7,31.0518,37.3698,1.6,41.2404,3921.628,368.7877,29,0.761165,11,1.34339,63.25207,171.7801,5.238095,0.715528,1.798392,33.43733,49.40933,-54.19528,1,6,6,4,7,9,10,12,10,13,13,18,19,16,16,16,17,16,15,15,16,15,14,12,13,14,13,13,13,12,11,10,10,10,10,9,9,9,9,5,5,4,4,4,4,2,2,2,1,1,0
NMO_04835,130-1-1,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,posterior short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,1834.68,7,25,57,225.5,362.32,108.63,0.69,3184.29,8066.98,7190.89,243.17,283.04,6,0.9,462,0.59,1.61,60.94,53.51,1.02,1834.68,7,26,59,34,305.15,222.13,108.63,1401,392.986,825.156,3208.45,9901.66,1691.72,18277.8,40294.8,50084,1261,684,391,6.30678,14.793,3208.2,53.5327,465,26,44.4353,15.8095,1.725,45.6607,42.4921,42.1807,1523.63,1337.96,3057.42,3408.53,2231.76,1970.9,3.12,71.494,94.881,0.57,37.8984,3208.445,283.041,26,0.8314102,7,1.143615,54.38043,107.7076,3.283333,1.452817,3.689931,-6.624645,-11.3134,-25.70953,1,9,9,9,8,8,10,12,15,17,21,25,23,24,25,25,25,25,23,21,20,19,17,16,14,12,12,10,10,8,7,6,5,5,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,0
NMO_04839,130-1-4,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,posterior short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,4614.87,5,28,61,309.1,523.74,99.21,0.68,3541.45,9479.82,6416.71,378.64,405.78,5,0.88,430,0.43,1.72,73.63,62.74,1.04,4614.87,5,29,63,35,384.61,412.04,99.53,1323,407.602,1081.3,3579.77,14094.7,2795.82,50643.3,45776,57113.7,1210,704,345,5.92317,11.6367,3579.44,55.9447,433,29,51.6312,13.2286,1.325,52.795,50.3473,50.1235,2061.8,1756.97,2839.07,3258.44,2572.54,2779.09,4.29,97.838,113.845,-2.36,33.3112,3579.771,405.7886,29,0.7970641,6,1.349198,56.82175,131.9024,3.453125,0.9295333,4.270329,21.35499,-34.25277,22.173,1,7,7,7,5,8,13,15,17,16,24,22,23,17,16,17,17,15,15,14,13,11,10,7,6,6,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_04843,130-1-8,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,posterior short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,2659.6,8,27,62,280.25,557.23,78.31,0.58,5261.27,9838.17,4098.62,339.72,406.76,5,0.88,669,0.34,1.58,61.39,46.24,1.02,2659.6,8,28,64,37,333.54,386.33,78.33,2020,476.016,881.307,5290.36,12497.8,1780.74,23448.5,97124.6,114961,1795,1000,528,6.20459,17.2349,5290.05,57.0758,672,28,47.0094,10.2222,2.36,48.8962,44.8764,44.3845,1657.75,1248.51,3169.74,3657.88,2806.93,2214.65,7.45,82.524,108.281,-0.03,45.244,5290.355,406.7598,28,0.8468578,6,1.145527,82.6618,171.0724,3.046154,0.8239963,4.516479,-21.11984,-105.0864,-14.55286,1,10,10,10,8,10,11,12,16,19,20,22,25,25,24,20,20,18,18,18,19,18,16,16,17,16,15,14,14,14,13,13,12,11,10,10,10,10,10,9,7,7,7,6,6,6,6,6,4,3,0
NMO_04847,130-2-2,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,anterior long insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,4089.94,6,35,76,334.81,445.87,96.47,0.55,5394.54,10397.4,7034.21,357.63,425.6,5,0.87,761,0.31,1.73,65.97,56.05,1.04,4089.94,6,36,78,43,341.84,445.87,96.48,2294,527.566,1138.94,5430.61,14487.4,2726.45,43937.8,93767.3,116075,2404,1099,643,9.01187,14.1477,5430.21,68.2113,764,36,64.0382,11.6926,1.64,65.4631,62.4233,62.1493,2309.07,1961.79,3495.32,3949.93,3085.86,3218.13,6.24,97.264,112.35,5.97,49.7028,5430.611,425.5961,36,0.7770654,6,1.206733,69.62322,151.9313,3.544304,0.8067933,4.129857,37.20911,49.89982,-23.25357,1,10,10,10,9,10,17,18,22,21,28,29,28,27,27,25,27,22,19,19,17,16,16,15,15,15,15,14,13,11,10,8,8,8,8,6,6,5,4,4,3,3,2,2,2,1,1,1,1,1,0
NMO_04851,130-2-6,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,anterior long insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,699.59,6,36,78,200.46,430.08,103.91,0.53,4167.75,7616.95,3075.79,287.04,347.35,6,0.91,519,0.44,1.71,64.16,61.22,1.03,699.592,6,37,80,44,300.09,311.11,103.92,1572,322.286,450.997,4182.67,8316.54,644.704,5686.21,55621.8,69942.3,1614,829,419,4.28887,14.1475,4182.21,73.5634,522,45.1026,66.2505,17.1202,1.995,67.1765,63.8018,63.3729,2310.02,2204.16,4112.09,4341.52,3516.7,3082.13,8.62,51.3708,61.7985,-0.9,34.0098,4182.672,347.357,37,0.7947196,7,1.174567,52.28339,133.9891,3.753086,1.022834,3.471031,-50.84284,4.351341,18.48117,1,8,8,7,8,7,10,10,19,20,21,25,25,28,25,25,25,25,24,23,19,17,16,16,15,15,15,14,13,13,11,8,6,6,6,5,5,5,5,5,4,4,2,2,2,2,2,1,1,1,0
NMO_04855,130-3-1,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,middle short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,2007.09,7,24,55,175.67,274.5,95.75,0.61,2706.31,6254.73,3050.47,239.33,275.23,4,0.89,370,0.52,1.5,67.37,53.12,1.03,2007.09,7,25,57,33,316.29,156.44,95.75,1118,304.916,627.768,2731.58,8261.82,1272.08,15736.3,33467.1,39926.4,894,579,282,6.07906,16.9997,2731.31,51.2679,373,30.0769,40.3253,13.5333,2.51,42.303,38.08,37.5016,1617.12,1274.89,2566.75,3223.21,2172.23,2207.54,3.91,70.174,84.205,-1.23,34.0331,2731.581,275.235,25,0.8676843,5,1.254625,47.92248,107.0412,2.844828,1.588476,2.9204,-23.01359,-29.62831,36.68879,1,9,9,9,7,7,7,10,11,17,18,20,20,20,20,20,20,17,15,16,16,16,15,14,14,12,10,11,11,9,8,8,8,8,7,6,5,3,2,2,1,1,1,1,1,1,1,1,1,1,0
NMO_04859,130-3-4,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,middle short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,1608.15,7,27,61,290.69,370.06,92.7,0.61,3984.9,8782.72,4448.46,247.43,299.04,6,0.92,547,0.45,1.58,61.41,51.92,1.03,1608.15,7,28,63,36,380.62,370.06,92.7,1666,402.666,698.845,4007.51,10390.9,1238.9,13548.6,58689.5,73460.1,1460,811,454,8.05936,16.4715,4007.19,57.8349,550,28,46.8598,13.1333,2.055,48.3311,44.5886,44.2207,1658.17,1401.75,3051.56,3379.04,2381.05,2191.23,6.27,65.2504,79.938,3.17,35.9536,4007.513,299.0415,28,0.8247074,7,1.145788,63.61131,133.5638,3.265625,1.071333,4.447128,38.77916,7.8816,19.91185,1,9,9,9,7,10,15,14,15,14,17,19,21,22,22,21,21,20,19,19,19,19,17,17,17,17,18,16,15,15,15,15,15,15,15,15,13,12,11,11,10,8,7,6,6,4,4,3,3,1,0
NMO_04863,130-3-8,Jacobs,human,Not reported,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",7300,7300,Female,59000 grams,59000 grams,not reported,neocortex,middle short insular gyrus,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.dat,in vitro,Control,Golgi,custom,120,Not reported,dry,40x,Neurolucida,2008-12-10,2009-03-25,2646.27,6,17,40,219.16,344.31,86.65,0.6,2676.78,5695.5,3393.07,279.55,338.03,4,0.92,320,0.39,1.44,60.93,59.24,1.02,2646.27,6,18,42,25,305.71,290.95,86.66,970,281.828,703.307,2705.8,8341.77,1630.57,22595.7,31788.4,38737.1,699,428,287,8.28537,14.0266,2705.6,38.8434,323,18,28.1095,7.66667,1.715,29.6171,26.4866,26.1806,1035.88,1007.13,2000.45,2059.09,1477.78,1336.52,5.49,73.742,89.64,-1.71,19.5047,2705.803,338.0313,18,0.8578501,5,1.178946,64.42387,119.9292,2.651163,0.9858606,2.973767,-45.40799,-16.54737,15.52062,1,8,8,8,7,7,9,13,16,16,18,18,16,15,15,13,12,13,12,12,12,12,12,12,10,10,10,9,7,7,6,5,5,5,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0
